"CaseID","CASEID_NEW","qflag","weight1","weight1_freqwt","weight2","weight1a","weight1a_freqwt","weight_combo","weight_combo_freqwt","duration","speed_flag","consent","xlgb","S1","S2","S3","DOV_Branch","Q3_Refused","Q4","Q5","Q6A","Q6B","Q9","Q10","Q11","Q12","Q14","Q15A7","Q16","Q16_Refused","Q17A","Q17B","Q17C","Q17D","Q19","Q20","Q21A_Year","Q21A_Month","Q21B_Year","Q21B_Month","Q21C_Year","Q21C_Month","Q21D_Year","Q21D_Month","w6_identity","w6_outness","w6_outness_timing","Q23","Q24_Refused","Q25","Q26","Q27","Q28","w6_friend_connect_1","w6_friend_connect_2","w6_friend_connect_3","w6_friend_connect_4","w6_friend_connect_Refused","Q32","Q34","Q35_Refused","w6_sex_frequency","w6_otherdate","w6_how_many","w6_how_meet_Refused","w6_otherdate_app","w6_how_many_app","Past_Partner_Q1","w6_relationship_end_nonmar","w6_breakup_nonmar","w6_relationship_end_mar","w6_who_breakup","Q5_2","Q6A_2","Q9B_2","Q10_2","Q11_2","Q12_2","Q14_2","Q15A7_2_1","Q16_2","Q16_2_Codes","Q17B_2","Q17C_2","Q17D_2","Q20_2","Q21A_2_Year","Q21A_2_Month","Q21B_2_Year","Q21B_2_Month","Q21C_2_Year","Q21C_2_Month","Q21D_2_Year","Q21D_2_Month","Q21E_2_Year","Q21E_2_Month","Q21F_2_start_range","Q21F_2_Year","Q21F_2_Month","w6_identity_2","w6_outness_2","w6_outness_timing_2","Q23_2","Q25_2","Q26_2","Q27_2","Q28_2","w6_friend_connect_2_1","w6_friend_connect_2_2","w6_friend_connect_2_3","w6_friend_connect_2_4","w6_friend_connect_2_Refused","Q32_2","w6_otherdate_2","w6_how_many_2","w6_otherdate_app_2","w6_how_many_app_2","partyid7","PERSNET_hom","ppc10017","ppc21310","ppp20071","ppp20072","ppage","ppagecat","ppagect4","ppeduc","ppeducat","ppethm","ppgender","pphhhead","pphhsize","pphouse","ppincimp","ppmarit","ppmsacat","PPREG4","ppreg9","pprent","PPT01","PPT25","PPT612","PPT1317","PPT18OV","ppwork","Race_1","Race_2","Race_3","Race_4","Race_5","Race_6","race1","race2","race3","race4","race5","race6","race7","race8","race9","race10","race11","race12","race13","race14","race15","w6_took_the_survey","w6_prior_identity_lgb","w6_same_sex_couple","w6_same_sex_couple_gender","w6_q4","w6_q5","w6_q6a","w6_q6b","w6_q9","w6_q10","w6_q11","w6_q12","w6_q14","w6_q15a1_truncated","w6_q15a4_truncated","w6_q15a7","w6_q16","w6_q17","w6_attraction","w6_q19","w6_q20","w6_q21a_year","w6_q21a_month","w6_q21a_month_flag","w6_q21b_year","w6_q21b_month","w6_q21b_month_flag","w6_q21c_year","w6_q21c_month","w6_q21c_month_flag","w6_q21d_year","w6_q21d_month","w6_q21e_year","w6_q21e_month","w6_q21f_year","w6_q21f_month","w6_identity_all","w6_outness_all","w6_outness_timing_all","w6_q23","w6_q24_length","w6_q25","w6_q26","w6_q27","w6_q28","w6_friend_connect_1_all","w6_friend_connect_2_all","w6_friend_connect_3_all","w6_friend_connect_4_all","w6_q32","w6_q34","w6_otherdate_all","w6_how_many_all","w6_otherdate_app_all","w6_how_many_app_all","w6_number_people_met","w6_otherdate_dichotomous","w6_married","relate_duration_at_w6_years","w6_number_people_met_app","weight_combo_v2","partnership_status","female","year_fraction_met","year_fraction_relstart","age_when_met","time_from_met_to_rel","year_fraction_first_cohab","time_from_rel_to_cohab","hcm2017q24_R_cowork","hcm2017q24_R_friend","hcm2017q24_R_family","hcm2017q24_R_sig_other","hcm2017q24_R_neighbor","hcm2017q24_P_cowork","hcm2017q24_P_friend","hcm2017q24_P_family","hcm2017q24_P_sig_other","hcm2017q24_P_neighbor","hcm2017q24_btwn_I_cowork","hcm2017q24_btwn_I_friend","hcm2017q24_btwn_I_family","hcm2017q24_btwn_I_sig_other","hcm2017q24_btwn_I_neighbor","hcm2017q24_school","hcm2017q24_college","hcm2017q24_mil","hcm2017q24_church","hcm2017q24_vol_org","hcm2017q24_customer","hcm2017q24_bar_restaurant","hcm2017q24_party","hcm2017q24_internet_other","hcm2017q24_internet_dating","hcm2017q24_internet_soc_network","hcm2017q24_internet_game","hcm2017q24_internet_chat","hcm2017q24_internet_org","hcm2017q24_public","hcm2017q24_blind_date","hcm2017q24_vacation","hcm2017q24_single_serve_nonint","hcm2017q24_business_trip","hcm2017q24_work_neighbors","hcm2017q24_met_online","hcm2017_q24_length","hcm2017q24_summary_all_codes","w6_relationship_quality","hcm2017q24_met_through_family","hcm2017q24_met_through_friend","hcm2017q24_met_through_as_nghbrs","hcm2017q24_met_as_through_cowork","w6_subject_race","interracial_5cat","partner_mother_yrsed","subject_mother_yrsed","partner_yrsed","subject_yrsed"
2949,2477939,1,1.4926,116927,NA,1.484,116253,1.67804336547852,116473,54,0,1,2,1,NA,NA,1,NA,1,NA,2,1,47,12,2,2,2,1,3,NA,2,NA,1,NA,1,NA,78,7,78,8,80,6,80,5,1,NA,NA,3,NA,2,2,2,2,0,0,0,1,0,3,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,44,3,2,10,3,4,2,0,3,1,16,1,1,3,7,2,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,2,1,47,12,2,2,2,1,1,1,3,2,1,1,NA,2012,7,0,2012,8,0,2014,6,NA,2014,5,NA,NA,NA,NA,1,NA,NA,3,265,2,2,2,2,0,0,0,1,3,1,1,NA,NA,NA,0,0,1,4.91666650772095,NA,1.6431075334549,1,1,2012.54162597656,2012.625,39,0.0833740234375,2014.45837402344,1.8333740234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,265,1,5,0,0,0,0,1,0,2.5,2.5,16,13
2950,2930731,1,1.2327,96567,NA,1.2256,96010,1.38585579395294,96192,5,0,1,2,1,NA,NA,1,NA,2,NA,1,2,32,11,9,7,9,2,1,NA,1,NA,NA,1,1,NA,65,10,65,12,69,9,75,1,1,NA,NA,1,NA,2,NA,2,2,1,0,0,0,0,1,1,-1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,1,1,1,33,2,2,9,2,2,1,1,5,1,16,1,1,3,7,1,0,0,1,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,2,32,11,9,7,9,1,1,2,1,1,1,1,NA,1999,10,0,1999,12,0,2003,9,NA,2009,1,NA,NA,NA,NA,1,NA,NA,1,92,2,NA,2,2,1,0,0,0,1,1,1,NA,NA,NA,0,0,1,17.5833339691162,NA,1.35700309276581,1,0,1999.79162597656,1999.95837402344,15,0.166748046875,2003.70837402344,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1,5,1,0,0,0,2,0,12,12,14,12
2951,2905123,1,0.8095,63414,NA,0.8049,63054,0.910146296024323,63173,9,0,1,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,NA,1,1975,10,10,4,9,2,10,NA,1,NA,1,1,72,3,72,7,75,5,75,7,80,5,4,NA,NA,1,NA,NA,1,2,NA,2,2,0,0,0,1,0,6,2,2,1,NA,4,1,1,-2,2,5,59,5,3,9,2,1,1,1,1,1,1,3,1,2,4,1,0,0,0,0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,42,10,10,4,9,1,1,2,10,1,1,NA,1,2006,3,0,2006,7,0,2009,5,NA,2009,7,2014,5,NA,NA,1,NA,NA,1,10,2,NA,2,2,0,0,0,1,6,NA,2,2,1,NA,3.5,1,0,NA,0,0.891197621822357,3,0,2006.20837402344,2006.54162597656,48,0.333251953125,2009.375,2.8333740234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,1,NA,0,0,0,0,1,0,13,12,13,12
2952,2910231,1,0.8381,65655,NA,0.8333,65279,0.942259788513184,65402,5,0,1,2,1,NA,NA,1,NA,1,NA,1,1,68,9,9,3,12,1,0,NA,1,NA,1,NA,1,NA,36,7,36,8,37,2,37,2,1,NA,NA,3,NA,2,NA,1,2,1,0,0,0,0,1,1,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,2,2,67,6,4,9,2,1,2,1,2,1,13,1,1,2,3,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,68,9,9,3,12,1,1,1,0,1,1,1,NA,1970,7,0,1970,8,0,1971,2,NA,1971,2,NA,NA,NA,NA,1,NA,NA,3,123,2,NA,1,2,1,0,0,0,1,1,1,NA,NA,NA,0,0,1,46.9166679382324,NA,0.922642529010773,1,1,1970.54162597656,1970.625,20,0.0833740234375,1971.125,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123,3,5,1,1,0,0,1,0,12,16,12,12
2953,1848539,1,0.753,58988,NA,0.7487,58651,0.846597790718079,58762,19,0,1,2,1,NA,NA,1,NA,2,NA,1,1,61,11,9,3,9,2,4,NA,2,NA,NA,1,1,NA,47,9,62,1,68,9,68,11,1,NA,NA,3,NA,2,2,2,2,0,1,1,0,0,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,57,5,3,12,4,1,1,1,2,1,19,1,1,2,4,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,61,11,9,3,9,1,1,2,4,2,1,1,NA,1981,9,0,1996,1,0,2002,9,NA,2002,11,NA,NA,NA,NA,1,NA,NA,3,110,2,2,2,2,0,1,1,0,1,1,1,NA,NA,NA,0,0,1,21.5,NA,0.828972101211548,1,0,1981.70837402344,1996.04162597656,21,14.333251953125,2002.70837402344,6.666748046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,110,2,5,0,0,0,0,1,0,12,12,14,16
2955,1594259,1,0.783,61338,NA,0.7785,60986,0.880294382572174,61101,10,0,1,2,1,NA,NA,1,NA,2,NA,2,1,49,13,12,4,9,1,0,NA,2,NA,NA,1,1,NA,55,6,55,7,56,4,58,8,1,NA,NA,1,NA,2,2,2,2,1,1,0,0,0,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,-2,6,50,4,3,10,3,1,1,1,4,1,18,1,1,4,9,1,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,2,1,49,13,12,4,9,1,1,1,0,2,1,1,NA,1989,6,0,1989,7,0,1990,4,NA,1992,8,NA,NA,NA,NA,1,NA,NA,1,66,2,2,2,2,1,1,0,0,1,1,1,NA,NA,NA,0,0,1,28,NA,0.861967146396637,1,0,1989.45837402344,1989.54162597656,22,0.083251953125,1990.29162597656,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66,1,5,0,0,0,0,1,0,16,12,17,13
2956,1466691,2,NA,NA,NA,1.2472,97703,1.41028010845184,97888,0,1,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,NA,NA,22,1,1,10,3,1,1,0,5,1,15,5,1,2,3,1,0,0,0,0,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38091897964478,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,13
2957,859445,1,1.3216,103531,NA,1.314,102935,1.4858146905899,103131,2972,0,1,2,1,NA,NA,1,NA,1,NA,2,1,46,11,3,5,1,1,7,NA,1,NA,1,NA,1,NA,57,7,57,11,61,9,64,9,1,NA,NA,3,NA,2,1,2,1,0,0,0,1,0,1,2,-1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,2,2,47,4,3,11,3,4,2,0,5,1,16,1,1,2,3,1,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,2,1,46,11,3,5,1,1,1,1,7,1,1,1,NA,1991,7,0,1991,11,0,1995,9,NA,1998,9,NA,NA,NA,NA,1,NA,NA,3,12,2,1,2,1,0,0,0,1,1,2,1,NA,NA,NA,0,0,1,25.6666660308838,NA,1.45488095283508,1,1,1991.54162597656,1991.875,21,0.3333740234375,1995.70837402344,3.8333740234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,5,1,5.5,0,14,14
2958,2152283,1,1.4558,114044,NA,1.4474,113386,1.63665771484375,113601,11,0,1,2,1,NA,NA,1,NA,1,NA,1,2,34,10,12,4,9,1,2,NA,1,NA,1,NA,1,NA,73,8,74,5,74,5,74,9,1,NA,NA,1,NA,2,2,2,2,1,0,0,0,0,1,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,2,1,30,2,2,10,3,4,2,1,2,2,12,1,1,3,5,2,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,2,34,10,12,4,9,1,1,1,2,1,1,1,NA,2007,8,0,2008,5,0,2008,5,NA,2008,9,NA,NA,NA,NA,1,NA,NA,1,130,2,2,2,2,1,0,0,0,1,2,1,NA,NA,NA,0,0,1,9.16666698455811,NA,1.60258340835571,1,1,2007.625,2008.375,20,0.75,2008.375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,3,4,0,1,0,0,1,1,16,12,13,13
2959,1283019,1,0.8399,65796,NA,0.8351,65420,0.944295167922974,65544,376,0,1,2,1,NA,NA,1,NA,2,NA,1,1,40,12,10,2,12,1,0,NA,1,NA,NA,1,1,NA,61,10,61,11,62,6,62,6,1,NA,NA,1,NA,1,1,1,1,1,0,1,0,0,1,1,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,43,3,2,13,4,1,1,1,6,1,18,1,1,4,9,1,0,0,2,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,40,12,10,2,12,1,1,1,0,1,1,1,NA,1995,10,0,1995,11,0,1996,6,NA,1996,6,NA,NA,NA,NA,1,NA,NA,1,27,1,1,1,1,1,0,1,0,1,1,1,NA,NA,NA,0,0,1,21.6666660308838,NA,0.924635529518127,1,0,1995.79162597656,1995.875,21,0.0833740234375,1996.45837402344,0.5833740234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,5,0,0,0,0,1,0,13,16,16,17
2961,912559,1,0.848,66430,NA,0.8431,66046,0.953341245651245,66172,10,0,1,2,2,1,NA,1,NA,1,NA,1,1,25,8,8,4,14,1,2,NA,NA,0,1,NA,1,NA,80,12,80,12,80,12,NA,NA,1,NA,NA,2,NA,2,NA,1,2,1,1,0,0,0,8,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,1,-2,6,27,2,1,12,4,1,2,1,3,3,10,6,1,4,9,2,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,25,8,8,4,14,1,1,1,2,0,1,1,NA,2014,12,0,2014,12,0,2014,12,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,338,2,NA,1,2,1,1,0,0,8,2,1,NA,NA,NA,0,0,0,2.58333325386047,NA,0.933493256568909,2,1,2014.95837402344,2014.95837402344,24,0,2014.95837402344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,338,2,4,0,0,0,0,1,0,12,20,12,16
2962,2941025,1,0.9308,72917,NA,0.9255,72501,1.046515583992,72639,4,0,1,2,2,1,NA,1,NA,1,NA,1,1,40,12,12,3,11,1,0,NA,NA,2,1,NA,2,2,82,10,82,10,NA,NA,NA,NA,1,NA,NA,3,NA,2,2,2,2,0,0,0,1,0,3,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,2,2,41,3,2,12,4,1,2,1,4,1,12,4,1,3,5,1,0,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,40,12,12,3,11,1,1,1,0,2,1,2,2,2016,10,0,2016,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,66,2,2,2,2,0,0,0,1,3,1,1,NA,NA,NA,0,0,0,0.75,NA,1.02472770214081,2,1,2016.79162597656,2016.79162597656,40,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,66,2,5,0,0,0,0,1,0,16,14,16,16
2963,2933033,1,0.4259,33364,NA,0.4235,33176,0.478875607252121,33239,13,0,1,2,1,NA,NA,1,NA,1,NA,1,1,28,14,9,2,12,1,4,NA,1,NA,1,NA,1,NA,76,8,77,1,77,8,81,5,1,NA,NA,3,NA,2,1,2,2,0,0,0,1,0,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,6,28,2,1,12,4,5,2,1,3,2,15,1,1,1,2,1,1,0,0,0,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,28,14,9,2,12,1,1,1,4,1,1,1,NA,2010,8,0,2011,1,0,2011,8,NA,2015,5,NA,NA,NA,NA,1,NA,NA,3,668,2,1,2,2,0,0,0,1,1,1,1,NA,NA,NA,0,0,1,6.5,NA,0.468905687332153,1,1,2010.625,2011.04162597656,21,0.4166259765625,2011.625,0.5833740234375,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,3,5,0,0,0,1,3,1,12,16,20,16
2964,2089837,1,1.4816,116065,NA,1.4731,115399,1.66571807861328,115618,51,0,1,2,1,NA,NA,1,NA,1,NA,1,1,29,12,9,2,4,1,3,NA,1,NA,1,NA,1,NA,71,4,71,5,81,10,81,10,1,NA,NA,1,NA,1,2,1,2,1,1,1,0,0,1,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-2,1,1,1,2,27,2,1,10,3,4,2,0,3,1,14,5,1,3,5,1,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,29,12,9,2,4,1,1,1,3,1,1,1,NA,2005,4,0,2005,5,0,2015,10,NA,2015,10,NA,NA,NA,NA,1,NA,NA,1,293,1,2,1,2,1,1,1,0,1,1,1,NA,NA,NA,0,0,1,12.1666669845581,NA,1.63103878498077,1,1,2005.29162597656,2005.375,15,0.0833740234375,2015.79162597656,10.4166259765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,1,5,0,0,0,0,1,0,12,7.5,16,13
2965,2300471,1,1.4292,111960,NA,1.421,111318,1.60680568218231,111529,6,0,1,2,2,1,NA,1,NA,1,NA,3,2,26,9,8,3,8,1,5,NA,NA,0,1,NA,2,2,81,5,81,5,NA,NA,NA,NA,1,NA,NA,3,NA,1,NA,1,2,0,0,0,1,0,2,1,-1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,2,5,24,1,1,9,2,4,2,0,3,1,4,5,1,1,2,1,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,3,2,26,9,8,3,8,1,1,1,5,0,1,2,2,2015,5,0,2015,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,102,1,NA,1,2,0,0,0,1,2,1,1,NA,NA,NA,0,0,0,2.16666674613953,NA,1.57335293292999,2,1,2015.375,2015.375,22,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,5,0,0,0,0,5,1,12,12,12,12
2966,2616585,1,0.6647,52071,NA,0.6609,51773,0.747317314147949,51871,10,0,1,2,2,1,NA,1,NA,2,NA,3,1,42,9,8,5,11,2,2,NA,NA,1,NA,1,1,NA,79,6,79,6,79,6,NA,NA,1,NA,NA,1,NA,2,NA,2,2,0,0,0,1,0,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,2,-2,6,52,4,3,9,2,1,1,1,3,4,10,3,0,1,2,1,0,0,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,3,1,42,9,8,5,11,1,1,2,2,1,1,1,NA,2013,6,0,2013,6,0,2013,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,105,2,NA,2,2,0,0,0,1,1,1,1,NA,NA,NA,0,0,0,4.08333349227905,NA,0.731758594512939,2,0,2013.45837402344,2013.45837402344,48,0,2013.45837402344,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,2,5,0,0,0,1,1,0,12,14,12,12
